Età;Genere
68;M
57;M
60;F
61;M
56;F
66;F
60;F
48;F
73;F
60;M
67;F
56;F
60;F
64;F
48;M
62;F
61;M
55;M
66;F
47;F
54;F
51;F
55;F
51;F
62;M
55;F
56;M
64;F
59;F
67;F
61;M
58;M
63;F
46;F
64;F
69;M
69;F
70;M
61;F
62;F
58;M
53;F
53;F
66;M
70;M
64;M
60;F
53;F
55;F
66;F
50;F
46;F
50;F
58;M
60;F
52;F
46;F
61;F
74;F
67;M
59;M
62;M
72;F
73;F
52;F
47;F
70;F
63;F
64;F
55;F
54;F
59;M
52;M
50;F
53;F
69;M
63;F
60;M
68;M
52;M
59;F
64;F
48;F
69;F
64;M
50;M
57;F
54;F
56;F
57;F
58;F
58;F
60;M
65;F
48;F
65;F
61;M
58;M
55;F
61;F
59;M
56;F
69;F
56;F
59;F
52;F
56;F
61;M
64;F
65;F
52;F
66;F
46;F
68;F
57;F
60;F
56;F
69;F
61;F
71;M
70;F
63;F
59;F
60;F
59;M
69;M
55;F
66;F
51;F
60;F
53;F
55;F
58;F
67;F
52;F
55;F
59;F
60;M
59;M
57;F
51;F
57;M
57;F
58;M
76;F
67;F
70;M
53;F
66;F
58;F
65;F
63;M
68;M
62;F
60;F
54;M
58;F
63;F
62;F
60;F
75;F
60;F
44;F
56;M
58;F
64;F
64;F
53;F
59;F
61;F
51;F
55;M
60;F
60;M
59;F
62;F
67;F
65;F
53;F
56;F
53;M
52;F
63;F
62;F
61;F
60;F
68;M
76;M
70;F
52;F
58;F
58;F
53;M
60;M
56;F
57;M
46;F
67;F
59;M
61;F
66;F
61;M
51;M
64;F
56;F
61;M
52;F
62;F
54;F
60;F
48;F
69;F
58;M
56;F
57;F
52;M
67;M
62;F
50;F
60;F
71;F
54;F
55;M
67;M
70;M
58;F
75;M
52;M
57;F
60;F
53;M
58;M
61;F
62;F
60;F
54;M
37;M
67;F
63;F
67;F
59;F
68;M
64;F
62;F
62;M
55;F
57;F
63;F
62;F
58;F
68;M
67;F
57;F
48;M
66;M
51;F
67;M
61;M
58;F
42;F
64;M
55;F
51;F
72;F
58;M
59;F
68;F
61;F
51;M
66;F
48;F
57;F
74;M
49;M
66;F
61;F
70;F
57;F
60;M
61;F
69;F
61;F
57;F
66;M
55;F
57;F
68;F
61;F
59;F
53;F
61;F
60;F
64;F
67;F
65;F
62;F
51;F
60;F
65;F
60;F
65;F
49;F
60;M
48;F
50;F
70;F
60;F
55;M
74;F
62;F
52;F
66;M
69;M
61;F
54;F
54;M
66;F
64;F
57;F
60;F
60;F
68;F
74;F
52;F
53;F
60;F
63;F
53;M
72;M
57;F
63;F
55;F
50;F
53;M
46;F
56;F
63;F
69;F
60;F
76;F
60;M
61;F
56;F
65;F
60;F
67;M
55;F
55;F
65;F
64;F
60;F
58;F
71;F
71;M
55;F
68;F
57;F
50;M
69;F
54;F
67;F
70;M
60;M
65;F
56;F
55;F
59;F
67;F
48;M
74;F
58;F
61;F
62;F
59;M
55;F
50;M
62;F
59;M
66;M
65;F
69;F
63;F
48;F
57;F
46;M
54;F
51;M
70;M
57;M
58;F
60;F
60;F
72;F
67;F
45;F
65;F
57;F
50;M
52;M
41;F
59;M
55;M
49;F
57;F
81;F
48;F
65;M
63;F
51;F
61;F
60;M
53;F
67;F
56;M
67;F
70;M
61;F
65;M
42;F
63;F
59;F
54;F
67;M
64;F
49;F
61;F
48;F
58;F
71;M
52;F
66;M
55;F
59;F
66;M
58;F
67;F
68;F
55;F
68;F
60;F
62;F
60;M
64;F
54;F
56;F
61;F
72;M
58;F
46;F
70;M
60;M
59;F
54;F
60;F
59;M
56;F
70;F
65;F
60;F
58;F
53;F
59;M
52;F
58;F
54;F
53;F
59;F
45;F
61;M
69;F
70;F
66;F
58;M
56;M
55;M
59;F
70;F
66;F
55;F
61;F
56;F
58;M
71;F
47;M
51;M
64;F
47;F
55;M
56;F
65;F
57;F
62;F
60;F
57;F
52;M
62;M
53;M
55;F
60;F
64;F
63;F
65;M
68;F
52;M
49;F
57;M
64;F
69;F
62;F
50;F
62;F
54;F
66;M
60;F
51;F
54;F
67;M
61;F
47;F
70;M
71;M
62;M
58;F
55;F
65;M
63;F
63;M
73;F
77;F
60;F
46;M
54;F
57;M
53;F
56;F
55;M
56;M
58;F
46;F
67;F
57;F
67;F
58;F
67;M
73;M
55;F
59;F
47;M
55;F
68;F
43;M
58;F
61;F
73;F
55;F
59;F
68;M
64;F
55;F
56;F
54;F
58;F
57;F
50;F
70;F
46;F
53;F
59;M
61;F
54;F
71;F
54;F
58;F
72;M
70;F
56;F
57;F
59;F
66;F
76;F
61;F
55;F
63;F
57;M
62;F
58;M
49;F
59;M
66;F
72;F
66;F
62;F
63;F
53;F
57;M
63;F
70;F
61;M
50;M
66;F
59;F
54;F
48;M
50;M
76;F
56;F
59;F
59;F
51;F
53;F
53;F
55;F
55;F
44;F
72;M
55;F
55;F
69;M
62;M
68;M
53;F
62;F
66;F
53;F
53;M
85;F
56;F
68;F
60;F
58;M
59;F
64;M
48;M
47;F
55;F
58;F
75;F
67;M
45;F
70;F
62;F
64;F
74;F
56;F
60;F
62;F
67;F
62;F
68;F
52;M
76;F
56;F
66;F
58;F
62;F
53;F
60;M
62;F
61;M
67;M
68;M
51;F
56;F
49;M
62;M
55;F
59;F
59;F
60;F
60;F
61;F
60;M
64;F
52;F
51;M
55;M
54;F
56;F
54;M
59;F
60;F
63;F
53;F
71;F
59;F
54;F
62;F
52;F
58;F
59;F
59;F
59;F
54;F
51;F
50;F
57;F
49;M
44;F
69;F
49;F
58;F
54;F
67;F
51;F
68;F
55;M
69;M
68;F
77;F
63;F
54;F
61;M
65;F
68;F
52;M
57;F
75;F
57;M
59;M
58;M
73;M
62;F
51;M
63;M
70;F
56;F
62;F
54;F
64;F
60;M
69;F
64;F
54;F
63;F
66;F
65;F
50;F
56;F
68;F
59;M
63;F
57;F
61;F
65;F
52;F
57;M
51;F
67;M
62;F
69;F
58;F
60;F
66;M
58;F
48;F
59;M
46;M
59;M
45;F
53;F
62;F
51;F
53;F
71;F
59;F
55;F
49;F
67;F
67;F
58;M
57;F
58;F
59;F
76;F
63;F
48;F
56;M
63;F
66;M
63;M
51;F
53;F
40;M
51;F
62;F
58;M
66;F
65;F
71;M
56;F
57;F
53;F
61;F
66;F
50;F
59;F
53;F
45;F
65;M
61;M
59;M
41;M
58;F
53;F
72;F
67;F
63;F
72;F
68;F
67;F
48;F
63;F
52;F
51;F
61;F
57;F
48;F
55;F
63;F
59;F
54;F
56;F
72;M
59;F
69;F
52;F
58;M
61;F
58;M
67;M
60;F
63;F
64;F
66;F
66;F
60;M
54;M
71;F
50;F
56;F
48;F
61;F
69;M
49;F
60;M
57;M
58;F
54;F
59;F
50;F
75;F
60;F
58;F
55;F
56;F
68;M
59;F
58;F
66;M
58;M
57;F
56;F
65;F
77;F
64;F
77;F
67;F
54;F
60;F
59;M
71;M
73;F
56;F
61;F
56;F
65;F
52;M
54;F
52;F
54;M
49;F
57;F
55;F
49;F
70;M
63;F
69;M
69;F
64;F
50;F
55;F
59;F
66;F
55;F
53;M
66;F
51;F
64;F
61;F
65;M
56;M
63;F
60;F
54;F
67;F
60;F
55;F
67;M
60;F
55;F
56;F
56;F
62;F
60;M
57;F
58;F
62;F
59;F
46;F
60;F
61;F
56;F
64;M
60;F
56;M
47;F
51;F
58;F
58;F
49;M
44;F
68;M
54;F
36;F
65;F
67;M
68;F
59;M
63;F
62;F
61;M
58;F
56;F
66;F
58;F
68;F
43;F
52;F
62;M
68;M
66;M
57;F
74;F
54;F
60;F
53;F
65;F
48;F
62;M
58;F
52;F
63;M
60;F
51;F
68;F
60;M
62;F
58;F
43;F
54;F
51;M
64;F
57;F
43;F
59;F
58;F
58;F
55;F
72;M
55;M
57;F
60;M
54;F
61;F
61;F
61;F
68;F
51;F
66;M
63;F
46;F
67;F
57;F
63;M
59;F
50;F
67;F
55;F
52;F
56;M
52;M
60;F
63;F
66;F
58;F
65;F
55;M
55;F
58;F
50;F
57;F
71;F
74;F
51;F
63;M
66;F
69;M
49;F
69;F
71;F
65;F
65;F
68;F
68;F
51;F
59;F
51;M
48;F
57;M
59;M
60;M
66;M
46;F
66;F
53;F
67;F
58;F
74;F
51;F
63;F
58;M
67;F
77;F
60;M
55;M
73;M
67;F
66;M
55;F
51;F
48;F
59;M
38;F
59;F
59;M
65;M
67;F
64;F
57;F
67;F
49;F
61;F
58;M
80;F
52;M
55;F
56;M
52;M
67;F
61;M
65;F
56;F
55;F
53;M
59;F
53;F
61;F
63;M
57;F
64;M
57;F
50;M
53;F
45;F
50;F
75;M
70;M
61;M
65;M
59;F
53;M
72;F
63;F
55;F
57;F
67;F
56;F
59;F
63;F
51;F
58;F
60;F
54;F
61;F
52;M
57;F
57;M
66;M
53;M
57;F
65;F
59;F
71;F
59;F
61;M
56;M
59;F
63;M
58;F
63;M
65;F
62;F
76;M
56;M
67;M
68;F
56;M
59;M
53;F
62;M
63;M
55;F
60;F
52;M
53;F
66;M
59;M
69;M
74;M
67;F
57;F
52;F
47;F
64;F
59;M
52;M
56;M
66;M
66;F
59;F
60;F
50;F
65;F
69;F
53;M
61;M
62;F
55;F
70;F
62;F
57;M
61;F
58;M
60;M
54;F
59;M
55;F
47;F
55;F
68;F
70;F
64;F
60;F
61;F
65;F
63;M
71;F
66;F
60;M
68;F
62;F
64;F
50;F
51;F
62;F
44;M
53;F
64;F
61;M
47;F
53;F
67;M
62;M
50;F
59;F
49;F
60;M
47;F
55;F
64;M
59;F
60;F
74;M
50;M
58;F
67;M
61;F
66;F
60;F
69;F
46;F
45;M
59;F
57;F
63;F
53;M
61;F
65;F
59;F
60;F
60;M
62;F
59;F
47;F
55;F
53;F
78;F
59;M
63;F
77;F
58;F
58;M
71;F
65;M
56;F
73;M
73;F
58;F
59;F
60;M
67;F
60;F
63;F
54;F
66;F
64;F
54;F
63;M
60;F
68;F
49;F
72;M
66;M
68;F
61;M
62;F
57;M
55;F
50;F
51;F
67;F
60;M
63;F
64;F
53;F
68;F
53;F
56;M
59;F
65;F
66;F
66;F
67;F
62;F
72;F
67;F
56;F
56;F
63;F
61;F
65;F
61;M
68;M
58;F
61;F
54;F
53;M
69;F
58;F
49;F
64;F
69;M
65;M
61;F
58;F
65;M
40;F
60;F
62;M
58;M
41;F
74;M
50;F
46;M
59;M
63;F
62;F
67;F
58;F
53;F
57;F
71;M
61;M
69;M
56;M
57;F
66;F
52;F
62;F
56;M
66;F
59;F
56;F
59;F
67;F
55;F
56;F
55;F
61;F
66;F
63;F
68;M
61;F
55;M
53;F
66;F
63;F
48;M
63;F
43;F
59;M
53;M
56;F
60;F
60;F
72;F
57;F
69;F
54;F
57;F
61;F
53;F
49;F
58;F
67;M
45;F
65;M
56;F
56;F
68;F
54;F
60;F
52;F
44;F
61;F
52;F
60;M
63;F
52;F
70;F
67;F
59;F
72;F
55;F
64;M
65;F
61;F
70;M
55;M
61;F
54;F
61;F
56;M
73;F
55;F
53;M
48;F
65;F
63;F
56;M
51;F
60;F
54;F
62;F
62;F
66;F
67;M
67;F
59;F
64;M
63;F
52;F
67;F
53;F
61;F
51;F
58;M
50;M
56;F
59;M
56;M
64;F
57;M
74;F
47;F
53;M
63;F
70;F
66;F
54;M
57;M
53;F
65;F
70;F
56;F
58;M
46;F
58;F
67;F
47;F
73;F
59;F
64;F
65;M
60;F
73;F
59;M
60;F
54;M
46;M
68;M
66;F
62;F
55;F
63;F
62;F
66;F
59;M
49;F
46;F
65;F
53;F
62;F
59;F
57;F
58;F
62;M
62;M
47;F
71;F
70;M
65;M
56;F
52;M
60;F
54;F
57;F
49;M
59;F
61;F
64;M
59;F
65;M
56;F
56;M
69;M
65;F
59;F
49;F
68;F
45;F
69;F
61;F
53;F
61;M
50;F
63;F
60;F
54;F
60;F
57;F
77;F
54;F
59;F
66;F
52;M
47;F
58;F
39;F
67;M
63;F
56;F
71;F
68;F
62;F
60;F
63;F
50;F
55;F
67;M
49;F
61;F
51;M
68;F
63;F
74;M
68;F
60;M
68;M
53;M
55;M
59;F
63;F
61;F
48;F
52;F
56;M
62;F
54;F
57;F
69;M
64;M
55;F
69;F
75;F
68;M
58;F
53;F
53;F
68;F
72;F
65;F
38;F
60;M
67;F
60;F
49;F
65;M
57;M
53;M
71;F
54;F
57;M
49;F
69;F
59;M
60;F
57;F
63;F
62;F
54;F
60;F
60;F
51;F
49;M
47;F
70;F
58;F
55;F
72;M
68;F
62;F
47;F
51;F
51;F
63;F
59;F
62;M
67;F
61;F
51;F
58;F
66;M
61;F
54;F
69;M
69;F
62;F
61;M
61;F
58;M
58;F
71;M
50;F
59;F
62;F
54;M
57;M
53;F
67;F
65;M
77;M
51;F
65;F
63;F
53;F
48;F
66;M
65;F
60;F
67;F
74;M
70;F
52;F
62;F
61;F
58;F
58;F
59;F
68;F
60;M
56;F
58;M
48;M
62;M
69;M
64;F
59;F
56;F
64;F
69;M
66;F
67;M
57;M
59;F
52;F
60;F
52;F
55;F
60;F
64;F
58;F
53;F
55;F
51;M
57;M
70;F
58;M
57;F
57;M
42;F
64;M
64;F
55;F
44;F
56;F
52;F
55;F
56;M
59;F
55;F
55;F
64;F
60;M
64;F
57;F
63;F
65;M
51;F
63;M
55;F
63;F
51;F
63;F
66;M
61;F
56;F
50;F
56;F
54;M
61;F
50;F
69;M
60;F
58;F
57;F
72;M
74;F
62;F
55;F
59;F
61;F
73;M
60;F
71;F
58;F
58;F
66;M
54;F
51;F
72;F
55;F
63;M
62;F
59;M
67;F
60;F
51;F
48;F
72;M
64;F
49;M
51;F
53;F
57;F
57;F
70;M
57;F
66;F
59;F
54;F
70;F
67;F
56;F
60;F
63;M
60;F
68;F
53;F
56;M
67;M
66;M
56;F
58;F
66;F
49;F
47;F
67;F
66;F
55;F
65;F
59;F
58;F
64;F
58;M
56;F
63;M
55;M
74;F
61;M
64;F
54;F
54;F
64;F
49;F
48;F
70;M
69;F
57;M
54;M
52;F
62;F
63;F
48;F
54;M
62;M
60;F
46;M
62;F
61;M
61;F
51;F
63;F
55;M
55;F
47;M
60;F
47;F
48;F
57;F
53;F
56;M
58;F
60;F
53;F
55;F
63;F
70;M
54;M
55;F
63;F
62;F
57;F
54;F
58;M
66;M
65;F
61;M
70;F
61;F
72;F
50;F
74;F
46;F
67;F
49;F
61;F
55;F
57;F
67;F
64;F
63;F
61;F
66;M
54;M
57;F
54;F
60;M
58;F
62;F
53;F
73;F
60;F
55;F
73;M
50;F
58;M
51;F
65;F
67;F
70;F
57;F
52;F
68;F
58;F
49;F
63;F
51;M
72;F
60;F
59;F
60;F
63;F
53;F
48;F
60;F
54;F
74;F
56;F
55;M
60;F
61;F
53;F
58;F
71;F
61;M
49;F
47;F
53;M
57;F
54;M
59;F
59;F
46;F
69;M
65;F
59;M
59;F
68;F
49;F
54;F
46;F
51;F
50;F
67;M
57;F
51;M
62;F
56;M
63;F
59;F
64;F
65;M
54;F
64;F
55;F
61;F
66;F
63;F
67;M
59;F
52;M
49;M
59;F
55;M
53;F
59;M
60;F
65;M
55;F
64;F
51;M
61;F
54;F
73;F
57;M
51;M
60;F
66;F
63;F
52;F
63;F
53;F
58;F
61;F
81;F
59;F
75;F
60;F
51;F
57;F
59;M
74;M
63;F
61;F
57;M
68;F
41;F
58;F
56;M
67;F
60;F
60;F
60;F
52;F
55;F
59;M
71;F
58;F
59;F
49;F
63;F
51;F
63;M
51;F
68;F
54;M
66;F
65;F
56;F
62;F
69;F
60;F
54;F
67;F
59;M
58;F
65;F
57;F
62;F
62;F
67;M
53;F
73;F
56;M
70;F
67;F
62;F
64;F
51;F
50;M
55;M
62;F
56;F
48;F
61;F
68;M
62;F
67;F
62;M
61;F
49;F
69;F
55;F
57;M
55;F
51;F
67;F
61;F
55;F
75;M
64;F
57;F
55;F
53;F
63;M
61;M
53;F
63;F
61;M
61;F
63;F
46;F
52;F
51;M
65;F
63;F
63;F
56;M
63;F
51;F
51;F
67;F
59;M
75;F
58;M
53;F
75;F
62;F
58;M
53;F
61;M
63;F
62;M
55;F
53;M
61;F
64;M
54;F
52;F
72;F
65;M
65;F
59;F
62;F
59;F
76;F
71;F
62;F
48;F
65;F
54;F
55;M
70;F
49;F
58;F
59;F
70;F
46;F
63;F
55;F
60;F
68;M
58;F
66;M
44;F
64;M
68;F
64;F
57;F
53;F
67;F
51;F
67;F
63;F
56;F
48;F
69;F
59;F
49;F
63;F
59;F
67;F
49;F
68;F
63;F
63;F
65;M
60;F
67;F
64;F
55;F
79;M
63;F
66;F
71;F
65;F
68;F
57;F
51;F
49;F
71;F
59;F
69;M
62;F
45;F
51;F
66;F
47;F
54;F
49;F
60;F
70;F
63;F
58;F
56;M
66;F
61;F
66;F
51;F
73;F
62;F
63;F
63;M
68;M
61;F
66;M
63;F
53;F
70;F
57;F
61;F
57;F
69;M
74;F
56;M
70;F
56;F
57;F
56;F
59;F
65;M
52;F
60;F
65;M
73;M
65;M
57;M
79;M
61;F
53;M
58;F
53;F
68;F
69;F
53;F
63;F
70;F
63;M
52;F
58;F
60;F
61;F
59;M
51;F
58;F
51;F
57;F
75;F
77;F
65;M
59;M
72;F
69;F
52;M
50;F
63;F
55;F
62;F
53;M
52;F
68;F
52;F
55;F
62;F
61;F
47;F
62;F
49;M
55;F
45;F
58;M
51;F
55;M
64;F
68;F
59;F
70;F
46;M
71;F
65;F
62;F
55;M
64;M
52;F
59;M
53;F
66;F
66;F
58;F
57;F
52;M
58;F
66;F
56;F
60;F
68;F
67;F
59;M
68;M
61;F
67;F
65;F
66;F
65;F
55;M
61;M
53;F
76;F
53;F
59;F
53;F
60;M
44;M
62;M
58;M
55;M
68;M
52;F
55;F
50;F
54;F
48;M
66;F
58;F
62;M
57;F
54;F
48;F
64;M
70;F
52;F
58;F
54;M
63;F
66;F
58;F
57;F
61;F
57;F
58;M
70;M
63;F
52;F
66;F
65;F
51;F
59;F
42;F
56;F
58;F
57;F
52;F
73;F
66;F
51;F
59;M
59;M
53;F
64;F
66;M
54;F
64;F
46;F
57;M
64;M
60;F
59;F
57;F
54;F
52;F
65;M
56;F
62;F
58;M
47;F
69;M
60;F
62;F
59;F
58;F
75;F
49;F
77;F
63;F
58;F
53;F
63;M
63;F
63;F
65;F
49;F
44;F
49;F
61;F
50;F
56;F
70;F
61;F
58;F
56;M
66;M
66;F
74;F
60;F
55;F
52;F
63;M
53;F
70;F
56;F
63;F
56;F
49;M
49;F
64;F
56;F
51;M
60;F
58;F
67;F
58;F
50;F
52;F
61;F
59;F
51;F
59;M
50;M
57;F
50;M
65;F
50;F
62;M
42;F
46;F
56;F
60;F
48;F
59;F
62;F
52;F
67;M
66;F
54;F
79;M
72;M
65;M
54;F
50;F
66;F
61;F
57;F
59;F
47;M
59;F
62;F
39;F
63;F
63;F
57;F
66;F
60;M
68;F
57;M
58;M
75;F
72;F
49;F
61;F
58;F
54;F
62;F
77;F
54;F
59;F
72;F
57;M
54;F
42;M
57;F
58;F
65;F
53;F
55;M
44;F
56;F
58;F
50;F
44;M
55;F
57;F
61;M
68;F
42;M
64;M
58;F
58;M
64;F
61;M
75;F
63;F
69;F
51;M
59;F
57;M
58;F
63;F
58;F
72;F
66;F
65;F
49;M
58;F
59;F
64;F
56;F
70;F
56;F
57;F
68;F
73;F
62;F
55;F
50;F
61;F
60;F
53;F
59;M
47;F
61;F
71;M
51;F
55;F
50;F
54;M
67;F
49;M
60;F
69;M
62;F
57;F
54;F
62;F
55;M
61;F
47;F
57;F
66;M
56;F
68;F
64;F
53;F
66;F
65;F
49;M
71;F
51;F
54;F
67;M
61;M
59;F
75;F
65;F
61;F
50;F
63;F
61;F
68;F
57;F
59;F
60;F
74;F
52;F
54;F
57;F
61;F
55;M
58;M
60;F
61;F
49;F
61;F
51;F
57;F
68;F
71;F
59;F
66;F
63;F
67;F
48;F
61;M
57;F
54;F
76;F
63;F
59;F
57;M
56;M
48;F
56;F
52;F
81;F
59;F
52;M
61;F
58;M
54;F
55;F
49;F
55;F
52;F
57;F
61;F
63;F
57;F
59;F
60;M
74;F
63;F
59;F
52;F
56;F
52;F
50;F
60;M
68;F
64;F
53;F
55;F
60;F
58;M
60;F
70;F
68;F
53;F
61;F
56;F
46;M
61;F
62;F
59;M
54;M
45;F
40;F
59;F
59;F
55;F
58;F
59;M
63;F
70;F
63;F
64;M
62;F
72;F
55;F
56;F
52;F
54;F
64;M
58;F
64;F
66;M
67;F
66;F
60;F
58;F
65;F
63;F
42;F
63;F
55;F
65;F
73;F
61;F
46;F
56;F
60;M
62;F
58;F
64;F
56;F
49;F
59;F
48;F
58;F
51;F
53;F
58;F
64;F
55;F
61;M
57;F
74;M
64;M
58;F
60;F
65;F
64;F
61;F
57;F
44;F
61;F
62;F
66;F
60;F
56;F
53;F
66;F
57;M
64;F
52;F
60;F
62;F
62;M
55;M
50;M
63;M
57;F
58;F
75;F
50;F
59;F
50;F
44;M
70;F
64;F
68;F
66;F
62;F
61;F
71;F
59;F
54;M
53;M
63;F
59;F
65;F
60;M
51;F
53;F
48;F
64;M
58;M
51;M
57;M
61;F
52;M
70;F
52;M
70;M
65;M
57;M
57;F
62;F
66;M
68;M
64;F
64;F
48;M
60;M
56;F
54;F
56;M
77;F
67;F
65;F
72;M
57;F
71;F
66;M
61;M
50;F
54;F
78;F
61;F
58;F
58;M
47;F
56;M
55;F
47;F
59;F
61;F
69;F
71;F
55;F
62;M
55;F
62;F
62;F
62;M
61;M
75;F
54;F
51;M
62;M
65;M
55;F
50;M
73;M
65;F
52;F
64;F
76;M
54;F
64;F
60;F
60;M
57;M
56;F
73;F
60;F
54;M
69;F
53;F
55;F
75;F
62;F
55;F
63;F
62;F
59;M
46;F
45;F
57;F
68;M
61;F
72;F
56;F
66;F
49;F
57;F
63;M
59;M
76;F
63;F
48;F
51;F
61;M
60;M
53;F
61;M
63;F
64;M
59;F
64;F
54;F
67;F
74;F
50;F
59;F
73;F
57;F
58;F
54;M
50;F
52;F
66;F
61;M
59;F
59;F
59;F
62;M
61;F
65;M
62;M
47;M
61;F
61;M
58;F
58;M
64;F
62;M
55;F
61;F
64;M
49;F
62;F
58;M
57;F
63;F
66;F
59;F
51;M
56;M
62;M
55;M
66;F
68;F
53;F
60;F
56;F
68;F
75;F
54;F
53;M
53;F
54;M
59;M
67;M
67;F
57;F
59;F
61;M
58;F
47;F
57;M
59;F
60;F
54;F
58;F
52;F
65;F
62;F
44;F
52;F
58;F
59;F
54;F
56;F
60;F
66;F
55;M
67;M
60;M
50;M
55;F
64;M
51;M
60;F
59;F
58;F
53;F
62;M
59;F
61;F
55;M
61;F
55;F
56;M
67;F
60;M
61;F
62;F
57;M
58;F
56;F
55;F
71;F
47;F
68;F
56;F
59;F
62;F
61;M
55;M
61;M
47;F
61;F
70;F
64;F
58;M
46;F
69;F
63;F
58;F
56;F
69;F
59;F
67;F
78;F
57;F
59;F
76;F
56;F
55;M
58;F
61;F
57;M
57;F
55;M
61;F
61;F
63;F
75;F
63;F
64;F
53;F
70;F
45;F
59;F
63;F
51;F
58;F
60;M
61;M
62;M
76;M
59;F
66;M
51;F
59;M
67;F
70;M
63;M
59;F
55;F
59;F
61;M
51;F
55;M
47;F
63;F
52;F
70;F
62;M
60;F
64;F
52;M
63;F
67;F
65;F
56;F
74;F
73;F
63;M
59;F
59;M
61;F
54;F
56;F
63;F
55;F
58;F
61;M
52;F
61;F
56;F
65;M
64;F
68;M
54;M
58;F
73;F
55;F
64;F
66;F
58;M
59;M
72;F
57;F
54;F
46;M
61;F
53;F
64;F
46;F
57;F
67;F
48;F
68;F
52;F
57;F
60;M
58;F
66;F
70;F
61;F
60;F
55;F
66;F
53;M
62;F
51;F
65;M
58;M
62;F
70;F
69;F
59;F
60;F
54;F
56;F
61;F
75;M
59;F
69;F
60;M
52;F
66;F
46;F
61;F
48;F
57;F
56;F
70;F
53;F
57;F
58;M
62;M
51;F
67;F
61;M
63;F
58;F
52;M
64;F
70;F
51;F
63;M
54;F
60;F
46;F
50;F
62;F
51;F
60;F
55;F
56;F
57;F
54;F
62;F
62;F
55;F
58;F
61;F
65;F
62;F
50;F
63;F
57;F
64;F
51;M
54;M
48;M
59;F
64;M
65;F
65;F
47;F
57;F
51;F
59;F
63;F
64;F
60;F
67;M
66;F
49;F
58;F
50;F
63;F
55;F
52;F
64;M
54;F
72;F
62;F
70;F
57;F
72;F
62;M
58;M
65;M
52;F
54;F
55;F
76;F
67;F
55;F
61;M
60;M
54;F
46;M
38;F
59;F
64;F
65;M
67;F
66;F
57;F
75;F
58;F
56;M
57;F
51;F
62;F
52;F
62;M
61;F
61;F
59;F
61;F
66;F
63;M
70;F
58;M
65;M
58;F
55;F
46;M
71;F
68;F
64;F
60;F
70;F
57;F
63;F
49;F
62;F
44;M
67;F
64;F
64;F
53;M
50;F
53;F
50;M
58;F
54;F
52;F
59;M
50;M
61;F
64;M
58;F
57;F
55;F
63;F
60;M
59;F
43;F
63;M
57;F
51;F
60;F
67;F
59;F
49;M
55;F
54;F
59;F
55;F
54;F
47;F
65;F
70;F
56;F
63;F
50;F
64;M
49;F
71;M
52;F
69;F
69;M
38;F
59;F
62;F
49;M
45;F
58;F
61;M
66;F
60;M
61;F
60;M
66;M
60;F
63;F
62;M
61;F
63;M
56;F
59;F
61;M
63;F
68;F
62;F
56;M
66;F
57;M
57;M
63;F
45;F
61;F
60;F
53;M
62;F
57;F
66;F
58;M
62;F
63;F
60;F
57;F
59;M
67;F
68;F
61;F
59;F
70;F
70;F
66;F
58;F
59;F
55;M
58;F
59;F
66;F
58;F
63;F
54;M
64;M
70;M
63;F
53;F
53;F
59;M
61;F
68;F
57;M
53;M
65;F
56;F
57;F
70;F
61;F
70;F
57;F
51;F
77;M
70;M
71;M
59;F
73;F
62;F
68;F
59;F
66;M
46;F
57;F
65;F
60;F
72;F
38;F
64;F
58;F
60;F
51;F
39;M
58;F
71;F
69;F
64;F
62;M
52;M
58;F
44;F
46;M
63;M
62;F
57;F
59;F
59;F
71;F
49;F
51;F
55;F
58;F
46;M
52;F
51;F
65;F
53;F
53;F
60;F
59;M
61;M
62;F
65;F
59;F
63;M
59;F
61;F
64;F
65;F
58;F
54;M
36;M
52;F
62;M
53;F
69;F
65;F
58;F
59;M
68;F
66;F
52;F
54;F
65;F
56;M
58;F
78;F
65;F
63;F
62;F
58;F
59;M
44;M
52;F
64;F
43;M
56;F
63;M
60;F
59;F
45;F
46;F
78;F
58;F
57;M
66;F
65;F
70;M
69;F
65;F
66;M
55;F
57;F
57;F
66;F
52;F
59;F
64;M
53;M
73;F
70;F
54;F
65;M
60;F
54;F
57;F
74;M
50;M
59;F
62;F
57;M
60;F
72;F
60;F
63;M
57;F
57;F
56;F
61;F
55;M
53;M
61;M
59;F
55;M
56;F
62;F
59;F
54;F
61;F
47;F
62;F
64;F
54;M
56;F
45;F
66;F
62;F
47;F
59;F
60;M
67;F
71;F
58;F
73;M
61;F
54;F
58;M
59;F
60;F
66;F
57;F
57;F
62;F
55;F
64;M
52;F
68;F
68;F
56;M
58;M
53;F
63;F
50;M
63;F
59;F
56;F
56;F
55;M
68;M
66;F
57;M
55;F
57;F
55;F
62;F
64;M
52;F
64;F
59;F
51;F
63;F
64;F
62;F
54;F
56;F
60;F
51;M
50;F
61;F
48;F
64;F
67;F
59;F
55;M
52;F
59;F
53;F
51;F
64;M
61;F
58;F
53;F
67;F
48;F
68;M
46;F
59;M
47;F
49;F
62;F
75;M
59;F
59;M
77;F
61;F
64;F
54;F
66;F
57;F
65;F
67;F
66;F
43;F
64;F
63;F
55;F
69;F
59;F
51;F
61;F
62;F
61;M
63;M
51;F
59;M
68;F
63;F
70;F
50;F
64;F
58;F
57;M
60;M
58;F
65;F
62;F
71;M
